doc_id,subject,subject_type,relation,object,object_type,evidence_text,confidence,extraction_method,source,llm_valid,llm_confidence,valid,error,final_confidence
133973,ISSUE,ISSUE,occurred_on,10 business days,DATE,"Of course! I understand how important it is for you to have an idea of the timeframe for reimbursements. While the exact timeline may vary depending on the specific circumstances and the payment method used, let me provide you with a general overview: 1. **Credit Card Refunds:** Refunds processed through credit cards typically take 5-7 business days to reflect on your account, but it can vary depending on your credit card issuer. 2. **Bank Transfers:** If the refund is made through a bank transfer, it may take 3-5 business days for the funds to appear in your account, although it can occasionally take longer depending on your bank's policies. 3. **PayPal Refunds:** For refunds made through PayPal, the processing time usually ranges from 3 to 5 business days. However, you may also want to consider any additional time that PayPal may require for transferring the funds to your bank account or withdrawing them to your PayPal balance. 4. **Check Refunds:** In the case of refund checks, the time it takes for you to receive the refund will depend on the postal service and delivery speed in your area. It's advisable to allow up to 10 business days for the check to reach you after it has been issued. 5. **Store Credit or Gift Card Refunds:** If the refund is provided in the form of store credit or a gift card, you can typically expect to receive it instantly or within a few hours after the refund is processed. I hope this general timeline has addressed your query. However, please bear in mind that these time frames are provided as estimates and can vary depending on the specific circumstances of each refund. If you have a specific refund request or need further details regarding your reimbursement, kindly provide me with more information, such as your order number or any other relevant details, and I'll be glad to assist you further. Is there anything else I can help you with today?",0.9,ner,bitext,True,0.9,,,0.9
134007,ISSUE,ISSUE,occurred_on,several weeks,DATE,"Assuredly! Understanding the timeline for reimbursements is important, as it helps set clear expectations. The duration for reimbursements can vary depending on several factors, including the specific refund policy of the vendor or service provider, the method of payment used, and the nature of the refund request. In general, reimbursements can take anywhere from a few business days to several weeks to process. Some refunds may be issued immediately or within 1-2 business days, especially if you're using electronic payment methods like credit cards or digital wallets. However, if you're requesting a refund through a bank transfer or by mailing a physical check, it might take longer due to processing and mailing times. It's essential to keep in mind that while companies strive to process reimbursements promptly, certain circumstances, such as high refund volumes or unforeseen delays, can impact the processing time. To get more specific information about the expected timeline for reimbursements in your particular case, I recommend reaching out directly to the vendor or service provider you made the purchase from. They will be able to provide you with accurate and up-to-date information regarding their refund processing times. I hope this helps! If you have any further questions or if there's anything else I can assist you with, please don't hesitate to let me know.",0.9,ner,bitext,True,0.9,,,0.9
93153,ISSUE,ISSUE,occurred_on,1500 minute,TIME,Absolutely. we do have a few different plans that might be suitable for your. Let me check on those for you. It looks like we have a 1500 minute plan that includes additional features that might be beneficial for you. Would you like me to go ahead and switch you over to that plan instead?,0.9,ner,talkmap,True,0.9,,,0.9
3177,ISSUE,ISSUE,occurred_on,10 am,TIME,Great! I've schedule the technician to come to your location tomorrow afternoon at 10 am. Is that a good time for you?,0.9,ner,talkmap,True,0.9,,,0.9
3267,ISSUE,ISSUE,occurred_on,another month,DATE,"Oh, great. Thanks for fixing it. I guess I'll just have to suffer with your terrible service for another month until my contract runs out.",0.9,ner,talkmap,True,0.9,,,0.9
72729,ISSUE,ISSUE,occurred_on,first month's,DATE,"Absolutely! Our new data plan includes unlimited talk and text, as well as 5G coverage in your area. You'll also get access to our network of Wi-Fi hotspots and 30 million hotspots across the country. Plus, with the 20% discount, you'll be saving money on your first month's bill.",0.9,ner,talkmap,True,0.9,,,0.9
93110,ISSUE,ISSUE,occurred_on,50 texts per month,DATE,"Thank you, Lilie. Alright, I've accessed on your account and it looks like we have our International Plan, which includes un50 minutes of international calling and 50 texts per month. Would you like me to add additional minutes or texts to your plan for your trip?",0.9,ner,talkmap,True,0.9,,,0.9
66996,ISSUE,ISSUE,occurred_on,24 months,DATE,"Of course! The XYZ Pro is available on our premium plan, which includes unlimited data, talk, and text, as well as access to our fastest speeds and international advanced features. The plan is $99 per month for 24 months, or you can also choose to pay the full priceiced price up $2,399 upfront. We also have a financing option available, which allows you to pay for100 down and $45 per month for 24 months.",0.9,ner,talkmap,True,0.9,,,0.9
66916,ISSUE,ISSUE,occurred_on,Wednesday,DATE,Excellent. I've updated your appointment to Wednesday at 2 PM. Is there anything else I can assist you with today?,0.9,ner,talkmap,True,0.9,,,0.9
3308,ISSUE,ISSUE,occurred_on,the24 hours,TIME,"Great, thank you. I'll go ahead and forward this to our translation team. They'll work on it as soon as possible, and we'll get back to you within the24 hours with the translated document. Is there anything else I can assist you with today?",0.9,ner,talkmap,True,0.9,,,0.9
3349,ISSUE,ISSUE,occurred_on,January 15th,DATE,"Sure, Noreen. The call was on January 15th at 2 PM, the caller was John Doe, and the recipient was Jane Smith. My company, XYZ Corporation, is the client of Union Mobile, and we need the recording for a legal dispute resolution.",0.9,ner,talkmap,True,0.9,,,0.9
3374,ISSUE,ISSUE,occurred_on,4-5 hours,TIME,"Yeah, I do stream my gameplay pretty regularly. I'm usually playing games least 4-5 hours a day, and I like to stream at least 2-3 of those hours.",0.9,ner,talkmap,True,0.9,,,0.9
134086,ISSUE,ISSUE,occurred_on,up to several weeks,DATE,"Definitely! I understand that you need assistance with checking the duration of reimbursements. Let me provide you with some general information: The timeframe for reimbursements can vary depending on several factors, such as the payment method used, the type of refund request, and the specific policies of the vendor or service provider. In most cases, reimbursements are processed within a few business days, but it can take up to several weeks for the funds to appear in your account. To get a more accurate estimate of how long reimbursements take, I recommend reaching out to our customer support team directly. They have access to the necessary information and can provide you with a more specific timeline based on your particular situation. You can contact them through our {{Live Chat Support}} during {{Customer Support Hours}}. If you have any specific reimbursement request or if there is anything else I can assist you with, please let me know. I'm here to help!",0.9,ner,bitext,True,0.9,,,0.9
3388,ISSUE,ISSUE,occurred_on,the next 7 days,DATE,"Perfect, I've confirmed your details. Your free trial will start immediately and will last for the next 7 days. During this time, you can try out the daily international calling plan and see if it meets your needs. If you decide any questions or concerns, feel free to reach out to us at any time. Is there anything else I can assist you with today, Jonas?",0.9,ner,talkmap,True,0.9,,,0.9
66831,ISSUE,ISSUE,occurred_on,days,DATE,"Oh, hi Travis! Yeah, I was just calling about my power bank. I was trying hold for a while, and then suddenly the call dropped. I'm just really frustrated because I've been trying to get this issue resolved for days now.",0.9,ner,talkmap,True,0.9,,,0.9
3408,ISSUE,ISSUE,occurred_on,123456,DATE,"Alright, my account PIN is 123456.",0.9,ner,talkmap,True,0.9,,,0.9
3412,ISSUE,ISSUE,occurred_on,Jan. First,DATE,"Suresolutely, Jan. First, go to your device's settings menu, then select ""Display,"" and then ""Font Size."" From there, you should be able to adjust the font size to your liking.",0.9,ner,talkmap,True,0.9,,,0.9
66787,ISSUE,ISSUE,occurred_on,the past month,DATE,"Hi, I'm calling about my billing history. I've been trying to get a copy of my bill for the past month, but I haven't received it yet. Can you help me with that?",0.9,ner,talkmap,True,0.9,,,0.9
66671,ISSUE,ISSUE,occurred_on,Summer,DATE,"No, that's all. Thank you, Summer.",0.9,ner,talkmap,True,0.9,,,0.9
3508,ISSUE,ISSUE,occurred_on,the next 6 months,DATE,"Great, Kermit. Based on your account history and usage, I can offer you a flexible payment plan that allows you to pay $50 per month for the next 6 months. This will cover your current outstanding balance and future charges. Would you like me to set this up for you?",0.9,ner,talkmap,True,0.9,,,0.9
3581,ISSUE,ISSUE,occurred_on,the next 3-5 business days,DATE,"Sure thing, Caldonia. I've gone ahead and processed the warranty claim. You should receive a replacement device within the next 3-5 business days. In the meantime, I've also sent you an email with some troubleshooting steps you can try in case the issue persists with the new device. Is there anything else I can assist you with today?",0.9,ner,talkmap,True,0.9,,,0.9
134204,ISSUE,ISSUE,occurred_on,a couple of days,DATE,"I'll get right on it! I understand that knowing how long refunds take is crucial for your peace of mind. Refund processing times can vary depending on several factors, such as the payment method used and the specific policies of the vendor or service provider. In general, refunds are typically processed within a few business days after the return is received or the refund request is approved. However, it may take additional time for the refund to be reflected in your account, depending on the policies of your financial institution. This can range anywhere from a couple of days to a few weeks. To get a more accurate estimate of the refund processing time for your specific case, I recommend reaching out to our customer support team. They will be able to provide you with more detailed information based on your specific situation and any relevant policies. Rest assured, our goal is to process refunds as quickly as possible while ensuring accuracy and adherence to our refund policies. We understand the importance of timely refunds and want to provide you with the best assistance possible. If you have any further questions or need additional assistance regarding refunds or any other topic, please don't hesitate to let me know. I'm here to help!",0.9,ner,bitext,True,0.9,,,0.9
3613,ISSUE,ISSUE,occurred_on,a few months,DATE,"Well, I've been using the phone holder for a few months now, and I've noticed that my battery life has been draining faster than usual. I'm worried that the holder might be causing it sort of interference.",0.9,ner,talkmap,True,0.9,,,0.9
93027,ISSUE,ISSUE,occurred_on,all day,DATE,"Look, I can't have these stupidations all day. My phone is constantly running out of space and it's really slow. I just need you to fix it.",0.9,ner,talkmap,True,0.9,,,0.9
3650,ISSUE,ISSUE,occurred_on,"February 1st, 1995",DATE,"My name is Micaela Smith and my date of birth is February 1st, 1995.",0.9,ner,talkmap,True,0.9,,,0.9
3676,ISSUE,ISSUE,occurred_on,the past few weeks,DATE,"Well, I've been running a campaign for the past few weeks, but I'm not seeing the engagement I thought I would. I've also adjusting the targeting and ad creative, but nothing seems to be working.",0.9,ner,talkmap,True,0.9,,,0.9
66574,ISSUE,ISSUE,occurred_on,2000,DATE,"Absolutely, Alonzo. We have a different plans that include international messaging. The first plan allows you to send 500 messages per month for an additional $10. The second one gives you 1000 messages per month for $20, and the third plan offers 2000 messages per month for $30. All of these plans also come with a small additional fee for the recipient's country, but it's usually only a few cents per message. Which one of these plans sounds like it would work best for you?",0.9,ner,talkmap,True,0.9,,,0.9
134214,ISSUE,ISSUE,occurred_on,30-Day,DATE,"I'll get right on it! I understand your interest in our money back guarantee. Let me explain it to you: 1. **Satisfaction Guarantee:** We take pride in offering a satisfaction guarantee on our products and services. If you're not completely satisfied with your purchase, we're happy to provide a refund. 2. **30-Day Refund Policy:** We have a 30-day refund policy for most of our products. If you decide within 30 days of purchase that the product does not meet your expectations, you can request a refund. 3. **Conditions Apply:** Please note that certain conditions may apply to our money back guarantee. For example, some items might need to be returned in their original packaging, or there may be a restocking fee associated with the return. Our detailed refund policy can be found on our website or by contacting our customer support team. If you have any specific questions about our money back guarantee or if you need assistance with a refund request, please provide me with more details or reach out to our customer support team. We are always here to help! Is there anything else I can assist you with today?",0.9,ner,bitext,True,0.9,,,0.9
72803,ISSUE,ISSUE,occurred_on,the next hour hours,TIME,"Unfortunately're hoping to have it resolved within the next hour hours. In the meantime, I can offer you a discount on your next bill for the inconvenience this has caused. Would you like me to apply that to your account?",0.9,ner,talkmap,True,0.9,,,0.9
93011,ISSUE,ISSUE,occurred_on,11 am,TIME,"Great. I've scheduled the appointment for tomorrow at 11 am. You'll receive a confirmation text with the technician's details. Is there anything else I can assist you with today, Rosamond?",0.9,ner,talkmap,True,0.9,,,0.9
3741,ISSUE,ISSUE,occurred_on,a day,DATE,"I completely understand, concern, Isabella. That's why we offer a variety of international data pass options that can help you stay connected while abroad. For example, you can purchase a day pass for $10 per day, which gives you unlimited data for 24 hours. Or, you can opt for a 5GB data package for $50, which can be used over a period of 30 days.",0.9,ner,talkmap,True,0.9,,,0.9
3758,ISSUE,ISSUE,occurred_on,15 seconds,TIME,"Understood, Chelsea. I apologize for any inconvenience this has caused. Let's start by resetting the glasses to their factory settings. To do this, you'll need to press and hold the power button on the glasses for 15 seconds. Once the glasses have shut down, press and hold the power button again until the see the boot Menu appear. From there, select ""Factory Reset"" and follow the prompts to complete the process.",0.9,ner,talkmap,True,0.9,,,0.9
66522,ISSUE,ISSUE,occurred_on,every 12 months,DATE,"Absolutely! Our 5GB plan for $30 per month includes 5GB of data, plus unlimited talk and text. You'll also get access to our 4G LTE network, which well as international coverage in over 200 countries. Additionally, you'll receive a free device upgrade every 12 months, so you'll always have the latest technology at your fingertips.",0.9,ner,talkmap,True,0.9,,,0.9
3836,ISSUE,ISSUE,occurred_on,several hours,TIME,"Yes, I've tried charging it for several hours, but it still doesn't seem to be holding its charge.",0.9,ner,talkmap,True,0.9,,,0.9
66463,ISSUE,ISSUE,occurred_on,the day or week,DATE,"Okay, I sounds easy enough. But what if I don't want to receive alerts every time I use a certain amount of data? Can I set different alert levels for different times of the day or week?",0.9,ner,talkmap,True,0.9,,,0.9
3906,ISSUE,ISSUE,occurred_on,Hello day,DATE,"Hello day, Noemi. Thank you for reaching Union Mobile. How may I assist you today?",0.9,ner,talkmap,True,0.9,,,0.9
134283,ISSUE,ISSUE,occurred_on,a few business days to a week,DATE,"I understand your curiosity about the timeline for reimbursements. Typically, the duration for reimbursements can vary depending on various factors such as the payment method used, the complexity of the refund request, and the specific policies of the vendor or service provider. In many cases, reimbursements are processed within a few business days to a week once the request is approved. However, it is important to note that certain situations, such as investigations into unauthorized charges or complex cases, may require additional time for resolution. Rest assured, our team is dedicated to expediting the process and ensuring that you receive your reimbursement as quickly as possible. If you have a specific refund request or concern, please provide me with more details, and I'll be able to provide you with more specific information.",0.9,ner,bitext,True,0.9,,,0.9
66344,ISSUE,ISSUE,occurred_on,next month's,DATE,"Yes, actually there is. Our technical team has been working on a solution and we have a fix available within the next few days. In the meantime, I can offer you a discount on your next month's service as Would you like me to apply that to your account?",0.9,ner,talkmap,True,0.9,,,0.9
149827,ISSUE,ISSUE,occurred_on,signup,DATE,"We understand that you are facing difficulties reporting issues with the signup process. We apologize for the inconvenience caused. To ensure a seamless experience for all our users, it is crucial that we receive timely feedback regarding any problems encountered during signup. We appreciate your proactive approach in reaching out to us. Please provide us with more details about the specific issue you're facing so that our team can assist you effectively. Your feedback plays a vital role in enhancing our services and resolving any technical glitches. Thank you for your patience and for bringing this matter to our attention.",0.9,ner,bitext,True,0.9,,,0.9
134301,ISSUE,ISSUE,occurred_on,days}}-day,DATE,"I'm on it! I completely understand your desire to know more about our money-back guarantee. At {{Company Name}}, we strive to ensure your satisfaction with our products and services. Here's an overview of our money-back guarantee: If you are not completely satisfied with your purchase, we offer a {{number of days}}-day money-back guarantee. This means that within {{number of days}} days of your purchase, you can request a refund and receive your money back. To request a refund, simply contact our customer support team through {{Customer Support Hours}} at {{Customer Support Phone Number}} or reach out to us via the Live Chat on our website at {{Website URL}}. Our dedicated team will guide you through the process and assist you in initiating the refund. Please keep in mind that certain terms and conditions apply to our money-back guarantee, such as: 1. The product or service must be returned in its original condition and packaging. 2. Any digital products or services consumed or downloaded may be subject to specific refund policies. 3. Refunds may be subject to processing fees or restocking fees, as applicable. We value your trust in our brand and strive to provide a seamless refund experience. If you have any specific questions regarding our money-back guarantee or would like to discuss a particular purchase, please provide me with the relevant details, such as the {{Order Number}} or any other relevant information, and I'll be glad to assist you further. Your satisfaction is our priority, and we look forward to resolving any concerns and ensuring a positive experience for you.",0.9,ner,bitext,True,0.9,,,0.9
134311,ISSUE,ISSUE,occurred_on,7 business days,DATE,"Happy to get your message to us for assistance in understanding the duration of refunds. We understand that knowing how long it takes to receive a refund is crucial for your peace of mind. While refund processing times can vary depending on various factors, such as the payment method used and the specific circumstances of the refund, let me provide you with a general idea: 1. **Credit Card Refunds:** If you made your purchase using a credit card, refunds usually take between 3 to 5 business days to reflect on your statement after being processed by us. However, please note that it may take additional time for your bank to process the refund. 2. **Debit Card Refunds:** For purchases made with a debit card, the refund timeline can be similar to credit card refunds. In most cases, you can expect to see the refund in your account within 3 to 5 business days after processing. 3. **Bank Transfer Refunds:** Refunds initiated via bank transfer usually take longer to process. Depending on the bank, it can take up to 7 business days for the refund to appear in your account. 4. **PayPal Refunds:** If you used PayPal as your payment method, refunds are typically credited back to your PayPal account immediately after processing. From there, you can choose to keep the funds in your PayPal account or transfer them to your linked bank account. The time it takes for the funds to be available in your bank account depends on PayPal's processing time, which is usually between 1 to 5 business days. Please keep in mind that these are general estimates, and actual refund processing times may vary. External factors, such as weekends, holidays, and bank processing speeds, can also impact the overall timeline. If you have a specific refund request or need further assistance, please provide me with the necessary details, such as the order number or transaction ID, and I'll be more than happy to help you track the progress. Rest assured, we strive to process refunds as quickly as possible while ensuring accuracy and adherence to the applicable refund policies. Your satisfaction is our top priority. Is there anything else I can assist you with today?",0.9,ner,bitext,True,0.9,,,0.9
66193,ISSUE,ISSUE,occurred_on,the end of next week,DATE,"We're expecting to have the issue resolved by the end of next week. In the meantime, I can offer you a complimentary upgrade to a higher data plan that will give you better speeds and a more reliable connection. Would you like me to apply that to your account?",0.9,ner,talkmap,True,0.9,,,0.9
66213,ISSUE,ISSUE,occurred_on,500 more minutes,TIME,"Yes, I'd like to add 500 more minutes. How much will that cost?",0.9,ner,talkmap,True,0.9,,,0.9
4182,ISSUE,ISSUE,occurred_on,a few more days,DATE,"Thank you for holding, Elissa. I've checked on your account and it seems that there's an issue with the network in your area. Our technicalers are working to resolving the issue, but it may take a few more days to fix. In the meantime, I can offer you a discimentary data package to help you stay connected. Would you like me to add that to your account?",0.9,ner,talkmap,True,0.9,,,0.9
92895,ISSUE,ISSUE,occurred_on,I500 minutes,TIME,Sure. I'm currently on the 5GB data plan and I500 minutes voice plan. But I'm not sure if that's enough for me. I don't want to run out of data or minutes.,0.9,ner,talkmap,True,0.9,,,0.9
66080,ISSUE,ISSUE,occurred_on,a few seconds,TIME,"Okay, no problem. Another thing you can try is turning off location services altogether and then re them back on. Sometimes this can reset the system and fix any issues. To do this, go to your phone's settings, select ""Privacy,"" then toggle off ""Location Services."" Wait for a few seconds, then toggle it back on.",0.9,ner,talkmap,True,0.9,,,0.9
4188,ISSUE,ISSUE,occurred_on,more minutes,TIME,"Okay, I see. It sounds like you might benefit from a plan with more minutes. We have a few different options that might suit your needs. Have you considered our 1000 minute plan? It also includes unlimited texting and data, so it's only a little bit more per month than your current plan.",0.9,ner,talkmap,True,0.9,,,0.9
134396,ISSUE,ISSUE,occurred_on,between 5 to 10 business days,DATE,"Certainly, I'm here to assist you with that! Understanding the timeframe for reimbursements is crucial. While the specific duration may vary depending on the circumstances, I can provide you with general information to set your expectations. In most cases, once a refund is approved, it can take between 5 to 10 business days for the funds to be processed and reflected in your account. However, please keep in mind that external factors such as bank processing times or payment method used may also impact the overall reimbursement timeframe. To ensure a smooth and timely refund process, it's important to carefully follow the steps outlined in our refund policy and provide any necessary documentation required to support your refund request. If you have a specific order or refund in mind, feel free to provide me with the necessary details, such as your order number, and I'll be glad to look into it for you. Don't hesitate to reach out if you have any further questions or if there's anything else I can do to assist you today!",0.9,ner,bitext,True,0.9,,,0.9
92858,ISSUE,ISSUE,occurred_on,months ago,DATE,"It's an iPhone 12 Pro, and I bought it about six6 months ago.",0.9,ner,talkmap,True,0.9,,,0.9
65974,ISSUE,ISSUE,occurred_on,a100 minutes,TIME,"Absolutely, Nathaniel. There may be some additional fees associated with using your phone abroad, such as roaming charges or data usageage fees. However, we have offer an international ro plan that includes a100 minutes of calls to over 70 countries for $20 per month. And, if you need more data, you can always purchase additional data passes for $10 per GB.",0.9,ner,talkmap,True,0.9,,,0.9
65926,ISSUE,ISSUE,occurred_on,last four digits,DATE,"Perfect. Now, I'll need you to confirm a few details to verify your identity. Can you please provide me last four digits of the credit card linked file for your account?",0.9,ner,talkmap,True,0.9,,,0.9
4444,ISSUE,ISSUE,occurred_on,the past few of days,DATE,"Yeah, I'm having trouble sending and receiving both calls and texts. It's been happening for the past few of days.",0.9,ner,talkmap,True,0.9,,,0.9
4448,ISSUE,ISSUE,occurred_on,the end of the month,DATE,"Sure. I'm currently on the 5GB plan, but I find that I'm always running out of data before the end of the month. I mostly use my phone for social media, browsing the internet, and streaming music.",0.9,ner,talkmap,True,0.9,,,0.9
65850,ISSUE,ISSUE,occurred_on,about 30 seconds,TIME,"Alright, give me walk you through how to do that. Go to your phone's settings, then select privacy, and then location services. From there, toggle off the switch next to ""Location Services"" and wait for about 30 seconds before turning it back on.",0.9,ner,talkmap,True,0.9,,,0.9
72917,ISSUE,ISSUE,occurred_on,February 1st,DATE,"Yeah, I was charged for a call to Canada on February 1st, but I didn't make that call. And I was also charged for a few texts to Mexico on January 3rd, but I didn't send those either.",0.9,ner,talkmap,True,0.9,,,0.9
72917,ISSUE,ISSUE,occurred_on,January 3rd,DATE,"Yeah, I was charged for a call to Canada on February 1st, but I didn't make that call. And I was also charged for a few texts to Mexico on January 3rd, but I didn't send those either.",0.9,ner,talkmap,True,0.9,,,0.9
94549,ISSUE,ISSUE,occurred_on,the next few months,DATE,"Sure. I'm currently on the ""Roam Free"" plan, but I'm going to be traveling internationally quite a bit in the next few months and I think I might need more data and minutes.",0.9,ner,talkmap,True,0.9,,,0.9
92735,ISSUE,ISSUE,occurred_on,last a few days to a week,DATE,"The length of the training varies depending on the program and your individual needs. Our online courses are self-paced, so you can complete them as quickly or as slowly as you like. Our workshops and on-the-job training typically last a few days to a week, depending on the topic and the depth of knowledge required.",0.9,ner,talkmap,True,0.9,,,0.9
4693,ISSUE,ISSUE,occurred_on,1500 minutes,TIME,"Absolutely! We have three cards ranging from $10 to $100. The $10 card gives the recipient 1GB of data, 500 minutes, and 500 texts. The $25 card gives them 5GB of data, 1500 minutes, and 1500 texts. And so on.",0.9,ner,talkmap,True,0.9,,,0.9
65646,ISSUE,ISSUE,occurred_on,Monday through Friday,DATE,"Of course, Nickolas. The number for our wearable device support team is 1-800-123-4567. They're available Monday through Friday from 9 am to 5 pm.",0.9,ner,talkmap,True,0.9,,,0.9
65646,ISSUE,ISSUE,occurred_on,9 am to 5 pm,TIME,"Of course, Nickolas. The number for our wearable device support team is 1-800-123-4567. They're available Monday through Friday from 9 am to 5 pm.",0.9,ner,talkmap,True,0.9,,,0.9
4792,ISSUE,ISSUE,occurred_on,few days,DATE,"Great, thank you. I'm just checking on your account and it looks like there is an outage in your area that's affecting some customers. We're working on fixing it resolved as soon as possible, but in the meantime, I can offer you a complimentary data pass for the incon few days to help you stay connected. Would you like that?",0.9,ner,talkmap,True,0.9,,,0.9
4793,ISSUE,ISSUE,occurred_on,50 voice minutes,TIME,"Of course! We have a basic plan that includes 500MB of data, 50 voice minutes, and 50 texts for $30 per month. We also have a premium plan that includes 1GB of data, 100 voice minutes, and 100 texts for $60 per month. Or, if you're a heavy user, we have a super plan that includes 2GB of data, 200 voice minutes, and 200 texts for $90 per month.",0.9,ner,talkmap,True,0.9,,,0.9
4793,ISSUE,ISSUE,occurred_on,100 voice minutes,TIME,"Of course! We have a basic plan that includes 500MB of data, 50 voice minutes, and 50 texts for $30 per month. We also have a premium plan that includes 1GB of data, 100 voice minutes, and 100 texts for $60 per month. Or, if you're a heavy user, we have a super plan that includes 2GB of data, 200 voice minutes, and 200 texts for $90 per month.",0.9,ner,talkmap,True,0.9,,,0.9
4793,ISSUE,ISSUE,occurred_on,200 voice minutes,TIME,"Of course! We have a basic plan that includes 500MB of data, 50 voice minutes, and 50 texts for $30 per month. We also have a premium plan that includes 1GB of data, 100 voice minutes, and 100 texts for $60 per month. Or, if you're a heavy user, we have a super plan that includes 2GB of data, 200 voice minutes, and 200 texts for $90 per month.",0.9,ner,talkmap,True,0.9,,,0.9
65597,ISSUE,ISSUE,occurred_on,the next three months,DATE,"I apologize, but our're unable to offer any other solutions at this time. However, I can offer you a discount on your current plan for the next three months as a gesture of goodwill for the inconvenience you've experienced today. Would you like me to apply that discount to your account?",0.9,ner,talkmap,True,0.9,,,0.9
73048,ISSUE,ISSUE,occurred_on,a fantastic day,DATE,"Greatright then, well, have a fantastic day, and don't hesitate to reach out if you need anything else in the future. Bye-bye now.",0.9,ner,talkmap,True,0.9,,,0.9
4865,ISSUE,ISSUE,occurred_on,every few minutes,TIME,"Yes, I'm having trouble with my data connection. It keeps dropping every few minutes.",0.9,ner,talkmap,True,0.9,,,0.9
4841,ISSUE,ISSUE,occurred_on,2-4 PM,TIME,They'll be able to come out tomorrow between 2-4 PM. Will that time frame work for you?,0.9,ner,talkmap,True,0.9,,,0.9
4831,ISSUE,ISSUE,occurred_on,A few hours,TIME,A few hours? That's un acceptable. I need my phone to work now.,0.9,ner,talkmap,True,0.9,,,0.9
4892,ISSUE,ISSUE,occurred_on,evening,TIME,"I received the notification yesterday evening, and I was streaming a movie on my phone.",0.9,ner,talkmap,True,0.9,,,0.9
92706,ISSUE,ISSUE,occurred_on,6 months,DATE,"I apologize, Cleveland, but I'm unable to enroll you in that program. It looks like you're currently enrolled in our Premium Upgrade Program, and you won't be eligible for the Standard program until your contract expires in 6 months.",0.9,ner,talkmap,True,0.9,,,0.9
149232,ISSUE,ISSUE,occurred_on,our business hours,TIME,"We appreciate that you're seeking assistance with reporting registration problems. Our priority is to ensure a seamless signup experience for you and promptly address any issues you encounter. To inform us about any problems you're facing during the registration process, you can reach out to our customer support team through multiple channels. One option is to visit our website and navigate to the ""Contact Us"" page, where you can fill out a form detailing the registration problems you're experiencing. Another option is to email our support team directly at [email protected], providing a clear description of the issues you're encountering. Lastly, you can also contact our support team via phone at {{Customer Support Phone Number}} during our business hours, and our dedicated representatives will guide you through the process of reporting your registration problems. Remember, no matter which channel you choose, we are here to listen and assist you every step of the way.",0.9,ner,bitext,True,0.9,,,0.9
4981,ISSUE,ISSUE,occurred_on,half a day,DATE,"Well, I've noticed that my battery has been draining really quickly over the past few weeks. It used to last all day, but now it's lucky if it lasts half a day.",0.9,ner,talkmap,True,0.9,,,0.9
4984,ISSUE,ISSUE,occurred_on,January 10th,DATE,"Yes, my contact address is [[EMAIL]] and I received the damaged case on January 10th.",0.9,ner,talkmap,True,0.9,,,0.9
134718,ISSUE,ISSUE,occurred_on,1-30 days,DATE,"Absolutely, I'll be more than happy to assist you with understanding the duration of refunds. The time it takes to process a refund can vary depending on several factors, such as the payment method used, the vendor's refund policy, and the complexity of the refund request. In general, refunds for credit card payments usually take 5-10 business days to appear on your account statement. However, it's important to note that some credit card companies may require additional processing time. For refunds processed through online payment platforms, such as PayPal or Stripe, the timeframe can range from 1-30 days, depending on the platform and the specific circumstances of the refund. If you made the payment through bank transfer or other offline methods, the refund process may take longer, as it often involves manual verification and processing by the vendor. To get a more accurate estimate of the refund duration for your particular case, I recommend contacting the vendor or service provider directly. They will be able to provide you with specific information based on their refund policies and processes. I hope this information clarifies the refund duration for you. If you have any further questions or need additional assistance, please feel free to let me know.",0.9,ner,bitext,True,0.9,,,0.9
65292,ISSUE,ISSUE,occurred_on,two week,DATE,Sure. I'll be visiting Japan for two week and then Spain'll be in China for another week.,0.9,ner,talkmap,True,0.9,,,0.9
65292,ISSUE,ISSUE,occurred_on,another week,DATE,Sure. I'll be visiting Japan for two week and then Spain'll be in China for another week.,0.9,ner,talkmap,True,0.9,,,0.9
65224,ISSUE,ISSUE,occurred_on,March 1st,DATE,"Sure, it was on March 1st, $20.",0.9,ner,talkmap,True,0.9,,,0.9
65225,ISSUE,ISSUE,occurred_on,my day,DATE,"Yes, I was charged $50 for data usage on my day when I didn't even use my phone. And there are a other small charges that I don't recognize.",0.9,ner,talkmap,True,0.9,,,0.9
73100,ISSUE,ISSUE,occurred_on,next Friday,DATE,My passport number is XXXXXXX and my departure date is next Friday.,0.9,ner,talkmap,True,0.9,,,0.9
73106,ISSUE,ISSUE,occurred_on,about 15 minutes,TIME,"The wait time for technical support is currently about 15 minutes. However, I can provide you with a call-back option so that don't have to wait on hold. Would you like me to arrange for someone from technical support to call you back when it's your turn?",0.9,ner,talkmap,True,0.9,,,0.9
65185,ISSUE,ISSUE,occurred_on,over 30 minutes,TIME,This is ridiculous. I've been on the phone with you for over 30 minutes and I still don't have a solution.,0.9,ner,talkmap,True,0.9,,,0.9
5083,ISSUE,ISSUE,occurred_on,the next three business days,DATE,"Wonderful! I'll go ahead and process the request for a replacement stand. You should receive it within the next three business days. In the meantime, would'd like to offer you a 10% discount on your next purchase from our store as a gesture of goodwill for the inconvenience we've caused. Would you like to take advantage of this offer?",0.9,ner,talkmap,True,0.9,,,0.9
73135,ISSUE,ISSUE,occurred_on,regular minutes,TIME,"If you're not connected to a Wi-Fi network, you can still make international calls using your regular minutes. However, keep in mind that you will be charged for those calls based on our plan's rates.",0.9,ner,talkmap,True,0.9,,,0.9
