text,label
Autumn,DATE
Union Mobile,ORG
Ida,PERSON
One,CARDINAL
refund,ACTION
Juliana,PERSON
5,CARDINAL
1234,CARDINAL
Union Mobile's,ORG
Adda,PERSON
today,DATE
1234567890,CARDINAL
Union Mobile,ORG
Mamie,PERSON
today,DATE
1234567890,CARDINAL
Heidi,PERSON
today,DATE
Georgene,PERSON
subscription,SERVICE
Tonia,PERSON
Miley,PERSON
1234567890,CARDINAL
PIN,ORG
the last,DATE
Android,PRODUCT
11,CARDINAL
Rosamond,GPE
Rylie,ORG
Oralia,PERSON
Bybye,ORG
Katie,PERSON
Janette,PERSON
reset,ACTION
Union Mobile,ORG
Rosalee,PERSON
today,DATE
Dustin,PERSON
today,DATE
yesterday,DATE
PIN,ORG
1234,CARDINAL
Dale,PERSON
Dorian,PERSON
Rosa,PERSON
Lorena,PERSON
5GB,CARDINAL
this month,DATE
Janie,PERSON
Juliette,PERSON
data plan,SERVICE
roaming,SERVICE
Dena,PERSON
Union Mobile,ORG
a great day,DATE
Irvin,PERSON
reset,ACTION
WhatsApp,ORG
Margaret,PERSON
VPN,PRODUCT
Harriet,PERSON
upgrade,ACTION
hours,TIME
Sergio Smith,PERSON
555-555-1234,MONEY
years,DATE
SIM card,PRODUCT
the past few days,DATE
Raymundo,PERSON
MyUnion,PERSON
"""Data Rollover",LAW
one month,DATE
Union Mobile,ORG
Vernice,ORG
today,DATE
Union Mobile,ORG
First,ORDINAL
Docia,PERSON
afternoon,TIME
Union Mobile,ORG
Lee,PERSON
today,DATE
about 2GB,CARDINAL
Robbie,PERSON
PIN,ORG
1234,CARDINAL
Celeste,ORG
Union Mobile,ORG
Lavina,ORG
Treva,PERSON
Norma,PERSON
one,CARDINAL
Arlene,PERSON
Union Mobile,ORG
Devonte,PERSON
IoT,ORG
Tim,PERSON
voicemail,SERVICE
Sherrie,PERSON
today,DATE
Margot,PERSON
Adaline,PERSON
Union Mobile,ORG
Erika,PERSON
today,DATE
IoT,ORG
upgrade,ACTION
escalate,ACTION
Fleta,GPE
CRM,PRODUCT
50 minutes translation minutes,TIME
15,MONEY
Additional minutes,TIME
0.20,MONEY
First,ORDINAL
Sandra,PERSON
last week,DATE
Union Mobile,ORG
Carley,PERSON
today,DATE
afternoon,TIME
Union Mobile,ORG
Jedediah,PERSON
today,DATE
Lee,PERSON
Union Mobile,ORG
Union Mobile,ORG
Prudence,ORG
Nikki,PERSON
Union Mobile,ORG
David,PERSON
the next 24 hours,TIME
today,DATE
Noah,PERSON
Lucretia,PERSON
Velma,PERSON
reset,ACTION
IoT,ORG
iPhone,PRODUCT
iPhone,PRODUCT
Dalton,PERSON
Theodore,PERSON
Ramona,PERSON
Ray,PERSON
Union Mobile,ORG
Sharon,PERSON
Raquel,PERSON
Susanna,PERSON
upgrade,ACTION
today,DATE
10,CARDINAL
GB,GPE
Earline,PERSON
today,DATE
Denis,PERSON
PIN,ORG
Julian,PERSON
One,CARDINAL
Union Mobile,ORG
Teddy and I,WORK_OF_ART
today,DATE
Sonia,PERSON
Nicholaus,PERSON
Cloud Gaming,ORG
subscription,SERVICE
Marvin,PERSON
David,PERSON
Automatic Sync,PRODUCT
PIN,ORG
Ethen,PERSON
Macey,PERSON
500 minutes,TIME
Kenyatta,PERSON
Sidney,PERSON
One,CARDINAL
today,DATE
the next 24 hours,TIME
Duane,PERSON
Polly,PERSON
Gotright,PERSON
afternoon,TIME
Union Mobile,ORG
Hassie,GPE
today,DATE
Union Mobile,ORG
Julian,PERSON
today,DATE
Esther,PERSON
Saundra,PERSON
Rosia,GPE
Vergie,PERSON
Louie,PERSON
SSL,ORG
Devin,PERSON
Larry,PERSON
Graciela,PERSON
HBO,ORG
CNN,ORG
Rosina,PERSON
10%,PERCENT
next week,DATE
Samsung Galaxy S21,PRODUCT
Android,PRODUCT
11,CARDINAL
Millicent,PERSON
Sarai,PERSON
Union Mobile,ORG
Ashley,PERSON
Union Mobile,ORG
Carolina,GPE
today,DATE
PIN,ORG
the last,DATE
Heidi,PERSON
Adolph,PERSON
Sibyl,PERSON
1234567890,CARDINAL
Goode,PERSON
Hortense,PERSON
today,DATE
Pedro,PERSON
1234,CARDINAL
3-5,CARDINAL
today,DATE
Evan,PERSON
555,CARDINAL
Hiangrily,GPE
Tiffani,PERSON
1234567890,CARDINAL
hours,TIME
Marcie,PERSON
subscription,SERVICE
Union Mobile,ORG
Maeve,PERSON
today,DATE
refund,ACTION
afternoon,TIME
Union Mobile,ORG
Janette,PERSON
today,DATE
1234,CARDINAL
Darrick,PERSON
Live Chat Support,WORK_OF_ART
today,DATE
Sue,PERSON
Ethel,PERSON
Union Mobile,ORG
Dina,PERSON
Tyrell,PERSON
Data Plan,SERVICE
an additional $15,MONEY
Elnora,PERSON
Lonnie,PERSON
Mexico,GPE
Canada,GPE
Larissa,PERSON
Union Mobile,ORG
Debbie,PERSON
today,DATE
Maria,PERSON
Emily,PERSON
Meghan,PERSON
today,DATE
5678,CARDINAL
Good day,DATE
Union Mobile,ORG
Wesley,PERSON
today,DATE
escalate,ACTION
internet,SERVICE
Dillon,PERSON
Terra,PERSON
a few years,DATE
Ada,PERSON
IoT,ORG
Lucille,PERSON
Mabel,PERSON
Union Mobile,ORG
Dora,PERSON
Celeste,PERSON
Davonte,PERSON
Katie,PERSON
Jean,PERSON
today,DATE
roaming,SERVICE
Japan,GPE
roaming,SERVICE
daily,DATE
Noel,PERSON
Ita,PERSON
Janice,PERSON
Greatful,PERSON
today,DATE
Candy,PERSON
one,CARDINAL
upgrade,ACTION
a complimentary month,DATE
Dallin,PERSON
Roaming,SERVICE
Adan,PERSON
PIN,ORG
1234,CARDINAL
today,DATE
Carmen,PERSON
Manuela,PERSON
Union Mobile,ORG
Greta,PERSON
Union Mobile,ORG
VPN,ORG
Leroy,PERSON
LG,ORG
the Self-Service Portal,ORG
Kayley,PERSON
Adelle,PERSON
Union Mobile,ORG
Camille,PERSON
today,DATE
PIN,ORG
the last,DATE
Vada,PERSON
tomorrow,DATE
today,DATE
Oliver,PERSON
IoT,ORG
Union Mobile,ORG
Kyla,PERSON
Japan,GPE
Daija,PERSON
Kelvin,PERSON
Ernest,PERSON
Willia,PERSON
5,CARDINAL
Sandra,PERSON
PIN,ORG
the last,DATE
Noe,PERSON
yesterday,DATE
PIN,ORG
1234,CARDINAL
tomorrow,DATE
between 10 am and 12 pm,TIME
one,CARDINAL
today,DATE
Thomas,PERSON
Letitia,PERSON
First,ORDINAL
reset,ACTION
afternoon,TIME
Union Mobile,ORG
Odessa,GPE
today,DATE
two,CARDINAL
Clarinda,ORG
Paris,GPE
every night,TIME
2 AM,TIME
Janis,PERSON
internet,SERVICE
router,PRODUCT
Leslie,PERSON
upgrade,ACTION
Union Mobile,ORG
Rashad,PERSON
today,DATE
Union Mobile,ORG
Desiree,PERSON
Gretchen,PERSON
today,DATE
voicemail,SERVICE
Shelley,PERSON
Orpha,PERSON
Union Mobile,ORG
Stacey,PERSON
PIN,ORG
1234,CARDINAL
Union Mobile,ORG
Brooklyn,GPE
today,DATE
Elma,PERSON
Petra,PERSON
Carrie,PERSON
1234567890,CARDINAL
John,PERSON
555-555-1234,MONEY
The Premium Plan,ORG
80,MONEY
the first three months,DATE
60,MONEY
Randel,PERSON
internet,SERVICE
Union Mobile,ORG
Ingrid,PERSON
today,DATE
Union Mobile,ORG
Vikki,PERSON
today,DATE
Union Mobile,ORG
today,DATE
Errol,PERSON
Germany,GPE
morning,TIME
Union Mobile,ORG
Joanne,PERSON
today,DATE
reset,ACTION
Guillermo,PERSON
today,DATE
Dena,PERSON
Cloud,PERSON
Zora,PERSON
Dylan,PERSON
Carmel,GPE
10,MONEY
cancel,ACTION
Bronson,PERSON
Dewayne,PERSON
Doreen,PERSON
Jacoby,PERSON
today,DATE
Cecilia,PERSON
morning,TIME
Union Mobile,ORG
Concetta,GPE
today,DATE
Jeremie,PERSON
Nancie,PERSON
Katie,PERSON
Florence,GPE
Union Mobile,ORG
Jenny,PERSON
the Global Travel,ORG
Data Plan,SERVICE
today,DATE
Dayna,PERSON
John,PERSON
Yasmin,PERSON
Dola,PERSON
SMS,ORG
today,DATE
Marsha,PERSON
5,CARDINAL
GB,GPE
data plan,SERVICE
Lelia,PERSON
Union Mobile,ORG
Kim,PERSON
Stanley,PERSON
One,CARDINAL
SIM card,PRODUCT
5,CARDINAL
GB,GPE
Sue,PERSON
voicemail,SERVICE
Cheryl,PERSON
Union Mobile,ORG
Alycia,PERSON
next Wednesday,DATE
2 PM,TIME
One,CARDINAL
today,DATE
Lou,PERSON
today,DATE
Union Mobile,ORG
Rodrigo,PERSON
today,DATE
voicemail,SERVICE
Bobby,PERSON
IoT,ORG
2.0,CARDINAL
10,CARDINAL
GB,GPE
Union Mobile,ORG
Therese,PERSON
today,DATE
Samsung,ORG
29.99,MONEY
over $25,MONEY
over $25,MONEY
3-5,CARDINAL
Esteban,PERSON
Wi-Fi,LOC
Netflix,ORG
Hulu,ORG
PIN,ORG
1234,CARDINAL
Ludie,ORG
Eugenia,PERSON
Mason,PERSON
dropped calls,ISSUE
Shirlene,PERSON
First,ORDINAL
reset,ACTION
Veronica,PERSON
today,DATE
Dewey,PERSON
Beth,PERSON
cancel,ACTION
Javier,PERSON
cancel,ACTION
the first 12 months,DATE
Barron,PERSON
Shaniqua,PERSON
Union Mobile,ORG
today,DATE
Naomi,PERSON
Is're,GPE
today,DATE
PIN,ORG
the last,DATE
Union Mobile Fitness Tracker,ORG
Lucas,PERSON
Video Meeting,WORK_OF_ART
up to 50,CARDINAL
Sabina,PERSON
today,DATE
Dino,PERSON
Cedric,PERSON
Edith,PERSON
morning,TIME
Union Mobile,ORG
Krista,PERSON
today,DATE
Emily,PERSON
escalate,ACTION
Vira,PERSON
tomorrow,DATE
afternoon,TIME
Marlena,PERSON
Google Drive,ORG
Dropbox,PRODUCT
Union Mobile,ORG
Erik,PERSON
today,DATE
Eula,PERSON
today,DATE
Hettie,NORP
today,DATE
Kendall,PERSON
123,CARDINAL
Carolee,PERSON
Union Mobile,ORG
Chris,PERSON
today,DATE
reset,ACTION
Mary,PERSON
today,DATE
Dorathy,PERSON
1-800-123-4567,CARDINAL
morning,TIME
Union Mobile,ORG
Ellie,PERSON
today,DATE
Drema,PERSON
morning,TIME
Union Mobile,ORG
Louisa,PERSON
today,DATE
XX-XXXX-XXXX-XXXX,PERSON
Charolette,PERSON
Benjamin,PERSON
Emma,PERSON
Travis,PERSON
first,ORDINAL
Adele,PERSON
1-800-123-4567,CARDINAL
SmT,ORG
monthly,DATE
10,MONEY
today,DATE
Jadon,PERSON
Nina,PERSON
Beth,PERSON
the Samsung Galaxy Note,ORG
20,CARDINAL
the next few weeks,DATE
Japan,GPE
two weeks,DATE
Australia,GPE
another week,DATE
Frankie,PERSON
Union Mobile,ORG
Lori,PERSON
today,DATE
1234567890,CARDINAL
PIN,ORG
1234,CARDINAL
Juli,PERSON
data plan,SERVICE
Union Mobile,ORG
Ian,PERSON
PIN,ORG
1234,CARDINAL
Nicholas,PERSON
Union Mobile,ORG
Erma,PERSON
today,DATE
Alton,GPE
Union Mobile,ORG
Union Mobile,ORG
Floyd,PERSON
555-155-1234,PHONE_NUMBER
Jennifer,PERSON
PIN,ORG
Diana,PERSON
today,DATE
tomorrow,DATE
Monserrat,PERSON
Dorothy,PERSON
iPhone,PRODUCT
XXXXXXX,PERSON
Elsie,PERSON
Isidro,PERSON
Union Mobile,ORG
Sam,PERSON
Union Mobile,ORG
Harvey,PERSON
today,DATE
Ramsey,PERSON
Union Mobile,ORG
Shanda,PERSON
today,DATE
John,PERSON
Maryann,PERSON
Denis,PERSON
Union Mobile,ORG
Jeffrey,PERSON
today,DATE
Jenny,PERSON
Last'm,PERSON
data plan,SERVICE
dropped calls,ISSUE
Rosie,PERSON
router,PRODUCT
Jonathan,PERSON
Union Mobile,ORG
monthly,DATE
the next month,DATE
the first 10 days,DATE
the new month,DATE
Allie,PERSON
1234567890,CARDINAL
Nicole,PERSON
API,ORG
Randell,PERSON
Keely,PERSON
Haleigh,PERSON
Allene,ORG
Union Mobile,ORG
Cheyenne,PERSON
Union Mobile,ORG
a great day,DATE
Cara,PERSON
escalate,ACTION
the next 24 hours,TIME
PIN,ORG
1234,CARDINAL
Darrell,PERSON
10,CARDINAL
GB,GPE
data plan,SERVICE
20,CARDINAL
GB,GPE
one,CARDINAL
upgrade,ACTION
10,CARDINAL
GB,GPE
Kori,PERSON
Lilian,PERSON
today,DATE
Tana,PERSON
Charla,PERSON
5,CARDINAL
Lester,PERSON
yesterday,DATE
afternoon,TIME
Gillian,PERSON
Jeannie,PERSON
24 hours,TIME
SIM card,PRODUCT
Ludie,ORG
at least 8,CARDINAL
IoT,ORG
5,CARDINAL
Leticia,PERSON
Norine,PERSON
Union Mobile,ORG
Audrey,PERSON
Katharine,PERSON
reset,ACTION
Bruno,PERSON
Hugo,EVENT
Sharlene,PERSON
PIN,ORG
Tyree,PERSON
Rahsaan,PERSON
Forrest,PERSON
Salvatore,PERSON
Wesley,PERSON
the past few days,DATE
Union Mobile,ORG
Marie,PERSON
today,DATE
Exie,PERSON
upgrade,ACTION
today,DATE
first,ORDINAL
Lou,PERSON
Randy,PERSON
data plan,SERVICE
Mac,PERSON
Maxwell,PERSON
2 PM,TIME
today,DATE
Zelma,ORG
Neva,PERSON
Berta,PERSON
Iola,ORG
the Data Management,ORG
Blake,PERSON
VPN,ORG
Lilly,ORG
Union Mobile,ORG
Union Mobile,ORG
Alpha,ORG
today,DATE
upgrade,ACTION
800 minutes and 100,TIME
200,MONEY
iPhone,PRODUCT
monthly,DATE
10.99,MONEY
Judy,PERSON
IoT,ORG
Roaming,SERVICE
200,CARDINAL
Union Mobile,ORG
Lela,PERSON
one,CARDINAL
IoT,ORG
Hilma,ORG
1234-567890,DATE
Colin,PERSON
Brian,PERSON
Maxwell,ORG
Albina,PERSON
the last,DATE
February 10th,DATE
50,MONEY
Union Mobile,ORG
Dora,PERSON
today,DATE
today,DATE
VPN,ORG
Myra,PERSON
5,CARDINAL
5,CARDINAL
Can've,GPE
PIN,ORG
Barbara,PERSON
PIN,ORG
the last,DATE
PIN,ORG
1234,CARDINAL
Colette,PERSON
Dora,PERSON
Leana,PERSON
Good day,DATE
David,PERSON
today,DATE
PIN,ORG
1234,CARDINAL
Celia,PERSON
One,CARDINAL
Lyle,PERSON
6-foot,QUANTITY
USB-C,ORG
15,MONEY
API,ORG
Jimmy,PERSON
Union Mobile,ORG
Frank,PERSON
today,DATE
Sheree,PERSON
Martha,PERSON
Barbara,PERSON
Union Mobile,ORG
data plan,SERVICE
up to 50,CARDINAL
GB,GPE
First,ORDINAL
Union Mobile,ORG
Guy,PERSON
today,DATE
Francisca,PERSON
Union Mobile,ORG
Braydon,PERSON
today,DATE
Martha,PERSON
Elana,PERSON
iPhone,PRODUCT
Samsung Galaxy S21,PRODUCT
Instagram,ORG
Facebook,ORG
Spotify,ORG
Dimple,PERSON
Markell,ORG
Dejah,PERSON
Union Mobile,ORG
Vera,ORG
today,DATE
Bettie,PERSON
Marla,PERSON
Letitia,PERSON
Bonnie,PERSON
First,ORDINAL
reset,ACTION
SIM card,PRODUCT
Geri,PERSON
Union Mobile,ORG
today,DATE
1234,CARDINAL
morning,TIME
Union Mobile,ORG
Maria,PERSON
today,DATE
Goode,PERSON
5G,CARDINAL
Wondercellent,ORG
Miriam,PERSON
last week,DATE
Lola,PERSON
Kathryne,GPE
today,DATE
the Samsung Galaxy,ORG
Paul,PERSON
subscription,SERVICE
PIN,ORG
Carmelo,PERSON
Darlene,PERSON
555,CARDINAL
PIN,ORG
1234,CARDINAL
today,DATE
Lilly,ORG
the next hour,TIME
Zettie,PERSON
reset,ACTION
reset,ACTION
Karla,PERSON
Jamar,PERSON
Union Mobile,ORG
Susie,PERSON
Los Angeles,GPE
Delia,PERSON
Parrish,PERSON
today,DATE
Sarah,PERSON
Loyd,PERSON
Pauline,PERSON
Union Mobile,ORG
Valentin,PERSON
today,DATE
PIN,ORG
the last,DATE
Carrier,WORK_OF_ART
Union Mobile,ORG
Randall,PERSON
Matthew,PERSON
Cara,PERSON
Cloud Machine Learning,ORG
Union Mobile,ORG
Rebekah,PERSON
upgrade,ACTION
upgrade,ACTION
Antione,ORG
Cristina,PERSON
The Gamsung Galaxy S22,ORG
Google,ORG
The OnePlus 9 Pro,ORG
AMOLED,PRODUCT
one,CARDINAL
afternoon,TIME
Keisha,PERSON
Union Mobile,ORG
today,DATE
roaming,SERVICE
Union Mobile's,ORG
IoT Support Services,ORG
Tomika,PERSON
today,DATE
Bryce,PERSON
Gertrude,PERSON
Union Mobile,ORG
Kara,PERSON
PIN,ORG
1234,CARDINAL
Jessie,PERSON
a moment,TIME
a minute,TIME
two,CARDINAL
internet,SERVICE
Union Mobile,ORG
Jordyn,PERSON
today,DATE
Julio,PERSON
today,DATE
two,CARDINAL
Blanca,PERSON
morning,TIME
Union Mobile,ORG
Eliseo,PERSON
today,DATE
Harlan,PERSON
Union Mobile,ORG
Gaynell,ORG
today,DATE
two,CARDINAL
Sonja,PERSON
Lida,PERSON
today,DATE
Emmett,PERSON
Rudolph,PERSON
Lessie,PERSON
upgrade,ACTION
the next few days,DATE
today,DATE
refund,ACTION
Blake,PERSON
today,DATE
Obie,PERSON
Union Mobile,ORG
Zula,PERSON
today,DATE
data plan,SERVICE
the last,DATE
Karla,PERSON
billing issue,ISSUE
Nakia,PERSON
Union Mobile,ORG
Jeannette,PERSON
Deonte,PERSON
Linda,PERSON
Facebook,ORG
Instagram,ORG
Ron,PERSON
today,DATE
Sherman,PERSON
today,DATE
Esther,PERSON
today,DATE
France,GPE
Cinda,PERSON
Chloe,PERSON
today,DATE
Union Mobile,ORG
Ramon,PERSON
IoT,ORG
1234,CARDINAL
NFL,ORG
RedZone,PRODUCT
MLB Network,ORG
Jarod,PERSON
IoT,ORG
reset,ACTION
Amy,PERSON
today,DATE
VPN,ORG
Google Maps,ORG
Facebook,ORG
VPN,ORG
Cassie,PERSON
Marion,PERSON
PIN,ORG
the last,DATE
Marcel,PERSON
Union Mobile,ORG
Mertie,PERSON
Union Mobile,ORG
today,DATE
Union Mobile Protect,ORG
daily,DATE
the day,DATE
"the ""Time Limits",WORK_OF_ART
Maria,PERSON
one,CARDINAL
50,MONEY
10,CARDINAL
upgrade,ACTION
data plan,SERVICE
Skyler,PERSON
the last,DATE
Union Mobile,ORG
Mina,PERSON
today,DATE
Germany,GPE
Kimberli,PERSON
the next 24 hours,TIME
Elias,PERSON
a good day,DATE
Union Mobile,ORG
Csolutely,PERSON
Georgina,PERSON
hours,TIME
IoT,ORG
Casey,PERSON
Union Mobile,ORG
Rosamond,GPE
today,DATE
the day,DATE
Susanna,PERSON
Union Mobile,ORG
Terence,PERSON
Adeline,PERSON
Hello day,DATE
Union Mobile,ORG
Guadalupe,LOC
today,DATE
Jerod,PERSON
Union Mobile,ORG
years,DATE
upgrade,ACTION
Elizabeth,PERSON
Darryl,PERSON
1234567890,CARDINAL
today,DATE
Elva,PERSON
Maria,PERSON
subscription,SERVICE
Mackenzie,PERSON
Union Mobile,ORG
Britni,PERSON
today,DATE
today,DATE
Jeremie,PERSON
Union Mobile,ORG
Jacquelin,GPE
today,DATE
upgrade,ACTION
Sara,PERSON
reset,ACTION
Georgia,GPE
Elvera,PERSON
today,DATE
Gmail,ORG
Norine,PERSON
Union Mobile,ORG
Chadwick,PERSON
today,DATE
roaming,SERVICE
Beverley,PERSON
today,DATE
Hugh,PERSON
Philip,PERSON
Remote Diagnostics,ORG
Cherrelle,ORG
today,DATE
Mariam,PERSON
today,DATE
Hermine,PERSON
Cole,PRODUCT
Iris,PERSON
Consuelo,PERSON
Union Mobile,ORG
Kyleigh,PERSON
today,DATE
1234567890,CARDINAL
Model A,PRODUCT
Penny,PERSON
Anwar,PERSON
Data Plan,SERVICE
5,CARDINAL
monthly,DATE
Chandler,PERSON
Union Mobile,ORG
a great day,DATE
Marion,PERSON
Union Mobile,ORG
Vir,PERSON
Fabian,PERSON
Eleanora,PERSON
Tomas,PERSON
Cloud Collaboration,ORG
internet,SERVICE
PIN,ORG
Corean,NORP
escalate,ACTION
Christian,NORP
Efren,PERSON
one,CARDINAL
Janie,PERSON
the next 24 hours,TIME
today,DATE
subscription,SERVICE
the Cloud DVR,ORG
one,CARDINAL
Spanish,NORP
Estell,PERSON
cancel,ACTION
today,DATE
First,ORDINAL
Wi-Fi,LOC
Amanda,PERSON
today,DATE
roaming,SERVICE
PIN,ORG
1234,CARDINAL
Union Mobile,ORG
Pablo,PERSON
today,DATE
Union Mobile,ORG
Florence,GPE
today,DATE
Darian,PERSON
Elliot,PERSON
Belle,PERSON
Artie,PERSON
Loyalty Rewards,ORG
Julio,PERSON
4,CARDINAL
LTE,ORG
Marc,PERSON
escalate,ACTION
24 hours,TIME
Vern'll,PERSON
Vern,PERSON
Union Mobile,ORG
Sylvester,PERSON
today,DATE
Whitney,PERSON
Union Mobile,ORG
Enrique,PERSON
first,ORDINAL
PIN,ORG
the last,DATE
Traci,PERSON
Clyde,PERSON
5,CARDINAL
previous month's,DATE
the next month,DATE
Data Saver,WORK_OF_ART
Gladys,PERSON
Audra,PERSON
Maxine,PERSON
Gregory,PERSON
Accessories and Peripherals,ORG
Hazel,PERSON
Tena,ORG
555,CARDINAL
Maudie,PERSON
Cheyenne,GPE
data plan,SERVICE
roaming,SERVICE
Thaddeus,PERSON
Mel,PERSON
Union Mobile,ORG
Nadia,PERSON
Union Mobile,ORG
Jessie,PERSON
One,CARDINAL
WinRAR,ORG
WinZIP,ORG
Mailvelope,ORG
Attachments.io,ORG
Jennie,PERSON
today,DATE
Mariel,PERSON
Ted,PERSON
Cloud Backup,ORG
Los Angeles,GPE
Robin,PERSON
Union Mobile,ORG
Union Mobile,ORG
Bernadette,PERSON
123,CARDINAL
Antonette,PERSON
Anastasia,PERSON
today,DATE
5,CARDINAL
50,MONEY
upgrade,ACTION
10,CARDINAL
GB,GPE
First,ORDINAL
Wi,GPE
Wi-Fi,ORG
Rene,PERSON
Kenneth,PERSON
Union Mobile,ORG
Cooper,PERSON
today,DATE
today,DATE
Rubie,PERSON
First,ORDINAL
data plan,SERVICE
Frieda,PERSON
30,MONEY
500,CARDINAL
MB,ORG
500 minutes,TIME
45,MONEY
1GB,CARDINAL
1000 minutes,TIME
60,MONEY
2GB,CARDINAL
2000 minutes,TIME
Megan,PERSON
Flor,PERSON
Jordon,PERSON
Deirdre,PERSON
today,DATE
Reese,PERSON
Van,PERSON
Union Mobile,ORG
Union Mobile,ORG
Riley,PERSON
today,DATE
Fannie,ORG
Elna,PERSON
Union Mobile,ORG
Hannah,PERSON
one,CARDINAL
IoT,ORG
monthly,DATE
Cecile,PERSON
5,CARDINAL
GB International Data,ORG
Roaming,SERVICE
50,MONEY
5,CARDINAL
Shea,ORG
"the ""Smart Home",WORK_OF_ART
GB,GPE
Vesta,PERSON
Caroline,PERSON
weeks,DATE
Ocie,PERSON
Lucia,PERSON
Union Mobile,ORG
Susanne,PERSON
morning,TIME
Union Mobile,ORG
Rebekah,PERSON
today,DATE
Dena,PERSON
Matilda,ORG
Ludie Smith,ORG
123,CARDINAL
3-5,CARDINAL
Europe,LOC
two weeks,DATE
Kristopher,PERSON
1 GB,CARDINAL
this month,DATE
XXXXX,ORG
YYYYY,GPE
Georgiana,PERSON
Data Plan,SERVICE
5,CARDINAL
Jerad,ORG
VPN,ORG
subscription,SERVICE
Walter,PERSON
today,DATE
1234567890,CARDINAL
Roaming,SERVICE
60,MONEY
200,CARDINAL
Data Plan,SERVICE
30,MONEY
minutes,TIME
Daisy,PERSON
morning,TIME
Union Mobile,ORG
Fatima,PERSON
today,DATE
Duane,PERSON
Ardell,PERSON
Union Mobile,ORG
today,DATE
four,CARDINAL
1234,CARDINAL
Asia,LOC
dropped calls,ISSUE
Carin,PERSON
the last four digits,DATE
Union Mobile,ORG
Robin,PERSON
today,DATE
Mozelle,GPE
5,CARDINAL
GB,GPE
First,ORDINAL
the Find My Device,WORK_OF_ART
the App Store,ORG
Google Play Store,WORK_OF_ART
Union Mobile,ORG
Wi-Fi,LOC
Rocky,PERSON
Charlotte,GPE
Lacy,PERSON
Littie,PERSON
Alycia,PERSON
the Union Mobile,ORG
the App Store,ORG
Google Play,WORK_OF_ART
a Bring Your Own Device,WORK_OF_ART
MDM,PERSON
PIN,ORG
1234,CARDINAL
escalate,ACTION
Karl,PERSON
subscription,SERVICE
Lucas,PERSON
API,ORG
API,ORG
CRM,PRODUCT
today,DATE
Aldo,PERSON
today,DATE
Deirdre,PERSON
Union Mobile,ORG
PIN,ORG
1234,CARDINAL
Adell,PERSON
Sim card,PRODUCT
Sim card,PRODUCT
Leontine,ORG
Alicia,PERSON
Union Mobile,ORG
Union Mobile,ORG
Ariel,PERSON
Bella,PERSON
Jedidiah Smith,PERSON
555,CARDINAL
Marlys,PERSON
Bobby,PERSON
Union Mobile,ORG
Mayme,ORG
today,DATE
Viva,ORG
Don,PERSON
555,CARDINAL
555,CARDINAL
Donnell,ORG
Rita,PERSON
Juliana,PERSON
today,DATE
Union Mobile,ORG
Glenda,PERSON
today,DATE
Kara,PERSON
internet,SERVICE
Rickie,PERSON
data plan,SERVICE
data plan,SERVICE
Mexico,GPE
Canada,GPE
US,GPE
Darren,PERSON
Union Mobile,ORG
today,DATE
Bulah,PERSON
Baylee,PERSON
Union Mobile,ORG
Tonya,PERSON
today,DATE
Laverne,PERSON
XXXXX,ORG
Union Mobile,ORG
Shayla,PERSON
today,DATE
Collin,PERSON
First,ORDINAL
PIN,ORG
Antoine,PERSON
Union Mobile,ORG
Flossie,PERSON
Lavon,PERSON
Clayton,PERSON
upgrade,ACTION
60,MONEY
Rosalia,PERSON
Madie,ORG
555,CARDINAL
Mason,ORG
Union Mobile,ORG
Melvin,PERSON
Davina,PERSON
Joseph,PERSON
Jesse,PERSON
One,CARDINAL
555,CARDINAL
PIN,ORG
1234,CARDINAL
VPN,PRODUCT
Trevor,PERSON
Diane,PERSON
Morgan,PERSON
Maggie,PERSON
Cloud Photo Storage,FAC
Loni,PERSON
today,DATE
Oscar,PERSON
Sophia,PERSON
Blanch,PERSON
PIN,ORG
the last,DATE
Magdalena,PERSON
Sarah,PERSON
Alyson,PERSON
Roxie,PERSON
one,CARDINAL
today,DATE
Laurence,PERSON
escalate,ACTION
Okayright,PERSON
roaming,SERVICE
upgrade,ACTION
500,CARDINAL
MB,ORG
500 minutes,TIME
three,CARDINAL
third,ORDINAL
Loretto,PERSON
Nona,PERSON
One,CARDINAL
the last,DATE
Carmen,PERSON
Lila,PERSON
today,DATE
upgrade,ACTION
Kathryn,PERSON
Jenny,PERSON
today,DATE
123,CARDINAL
Jeffrey,PERSON
Leona,PERSON
Dexter,PERSON
Toni,PERSON
Kelsey,PERSON
today,DATE
Sandy,PERSON
Misty,PERSON
a minute,TIME
Wi-Fi,ORG
PIN,ORG
5678,CARDINAL
1234,CARDINAL
300,MONEY
Maxie,PERSON
SmartHome,ORG
1234,CARDINAL
Ebony,PERSON
Thanksright,ORG
router,PRODUCT
Camille,PERSON
Union Mobile,ORG
Carina,PERSON
One,CARDINAL
today,DATE
1-800-123-4567,CARDINAL
First,ORDINAL
Battery Saver,WORK_OF_ART
today,DATE
Wilbur,PERSON
second,ORDINAL
Canpause,ORG
Union Mobile,ORG
Reatha,PERSON
today,DATE
Lovina,GPE
Migdalia,PERSON
Union Mobile,ORG
Danielle,PERSON
Justine,PERSON
Effie,PERSON
Union Mobile,ORG
Kylie,PERSON
Joanna,PERSON
5,CARDINAL
GB,GPE
Freddie,ORG
today,DATE
Erma,PERSON
One,CARDINAL
